ID операции	Дата аренды	ID автомобиля	ID клиента	Сумма аренды, руб.	Претензии	
1442	26.12.20	A34	11	300	нет	
1443	26.12.20	A46	3	430	нет	
1444	26.12.20	A39	3	394	нет	
1445	27.12.20	A59	2	336	нет	
1446	27.12.20	A56	2	283	нет	
1447	27.12.20	A15	8	279	нет	
1448	27.12.20	A34	5	227	нет	
1449	28.12.20	A43	6	196	нет	
1450	28.12.20	A58	13	333	нет	
1451	28.12.20	A10	4	385	нет	
1452	28.12.20	A58	4	240	нет	
1453	29.12.20	A5	8	439	нет	
1454	29.12.20	A11	10	386	нет	
1455	29.12.20	A49	3	410	нет	
1456	29.12.20	A24	2	138	нет	
1457	30.12.20	A15	5	220	нет	
1458	30.12.20	A4	6	149	нет	
1459	30.12.20	A18	12	163	нет	
1460	30.12.20	A25	8	105	нет	
1461	31.12.20	A48	13	428	нет	
1462	31.12.20	A26	7	343	нет	
1463	31.12.20	A58	11	426	нет	
1464	31.12.20	A22	4	190	нет	
